Algorithms                , Algorithm_ID         , DPA_METHODS, FEE_METHODS, FES_METHODS, CLF_METHODS, END_METHODS       , END_TO_END_METHODS, DPA_METHODS_ID, FEE_METHODS_ID, FES_METHODS_ID, CLF_METHODS_ID, END_METHODS_ID, END_TO_END_METHODS_ID, accuracy          , train_time           , test_time
RPA-CSP-GNB               , "[3, 1, 0, 10, 0, 0]", RPA        , CSP        ,            , GNB        ,                   ,                   ,              3,              1,              0,             10,              0,                     0, 0.8322222222222221,   0.22286250591278076, 0.18307175636291503
RPA-CSP-MLP               , "[3, 1, 0, 11, 0, 0]", RPA        , CSP        ,            , MLP        ,                   ,                   ,              3,              1,              0,             11,              0,                     0, 0.8777777777777777,   0.5931859970092773 , 0.17762842178344726
RPA-CSP-ANOVA-K-SVM       , "[3, 1, 1, 1, 0, 0]" , RPA        , CSP        , ANOVA-K    , SVM        ,                   ,                   ,              3,              1,              1,              1,              0,                     0, 0.8855555555555557,   0.21982259750366212, 0.18759751319885254
RPA-CSP-ANOVA-K-LDA       , "[3, 1, 1, 2, 0, 0]" , RPA        , CSP        , ANOVA-K    , LDA        ,                   ,                   ,              3,              1,              1,              2,              0,                     0, 0.8833333333333334,   0.23221883773803711, 0.19230260848999023
RPA-CSP-ANOVA-K-LR        , "[3, 1, 1, 3, 0, 0]" , RPA        , CSP        , ANOVA-K    , LR         ,                   ,                   ,              3,              1,              1,              3,              0,                     0, 0.8855555555555557,   0.2336512565612793 , 0.18633651733398438
RPA-CSP-ANOVA-K-KNN       , "[3, 1, 1, 4, 0, 0]" , RPA        , CSP        , ANOVA-K    , KNN        ,                   ,                   ,              3,              1,              1,              4,              0,                     0, 0.8622222222222222,   0.23759474754333496, 0.1923933744430542
RPA-CSP-ANOVA-K-DTC       , "[3, 1, 1, 5, 0, 0]" , RPA        , CSP        , ANOVA-K    , DTC        ,                   ,                   ,              3,              1,              1,              5,              0,                     0, 0.7811111111111111,   0.22763495445251464, 0.17467303276062013
RPA-CSP-ANOVA-K-RFC       , "[3, 1, 1, 6, 0, 0]" , RPA        , CSP        , ANOVA-K    , RFC        ,                   ,                   ,              3,              1,              1,              6,              0,                     0, 0.8355555555555556,   0.3732621192932129 , 0.19634103775024414
RPA-CSP-ANOVA-K-ETC       , "[3, 1, 1, 7, 0, 0]" , RPA        , CSP        , ANOVA-K    , ETC        ,                   ,                   ,              3,              1,              1,              7,              0,                     0, 0.8411111111111109,   0.3439554452896118 , 0.1919736385345459
RPA-CSP-ANOVA-K-ABC       , "[3, 1, 1, 8, 0, 0]" , RPA        , CSP        , ANOVA-K    , ABC        ,                   ,                   ,              3,              1,              1,              8,              0,                     0, 0.8366666666666666,   0.3194901704788208 , 0.19018199443817138
RPA-CSP-ANOVA-K-GBC       , "[3, 1, 1, 9, 0, 0]" , RPA        , CSP        , ANOVA-K    , GBC        ,                   ,                   ,              3,              1,              1,              9,              0,                     0, 0.8355555555555554,   0.3504158020019531 , 0.19705402851104736
RPA-CSP-ANOVA-K-GNB       , "[3, 1, 1, 10, 0, 0]", RPA        , CSP        , ANOVA-K    , GNB        ,                   ,                   ,              3,              1,              1,             10,              0,                     0, 0.8322222222222221,   0.2244091033935547 , 0.197282075881958
RPA-CSP-ANOVA-K-MLP       , "[3, 1, 1, 11, 0, 0]", RPA        , CSP        , ANOVA-K    , MLP        ,                   ,                   ,              3,              1,              1,             11,              0,                     0, 0.8722222222222221,   0.6256957292556763 , 0.15801432132720947
RPA-CSP-ANOVA-P-SVM       , "[3, 1, 2, 1, 0, 0]" , RPA        , CSP        , ANOVA-P    , SVM        ,                   ,                   ,              3,              1,              2,              1,              0,                     0, 0.8811111111111112,   0.23791141510009767, 0.17780416011810302
RPA-CSP-ANOVA-P-LDA       , "[3, 1, 2, 2, 0, 0]" , RPA        , CSP        , ANOVA-P    , LDA        ,                   ,                   ,              3,              1,              2,              2,              0,                     0, 0.8855555555555557,   0.2315375566482544 , 0.1823829174041748
RPA-CSP-ANOVA-P-LR        , "[3, 1, 2, 3, 0, 0]" , RPA        , CSP        , ANOVA-P    , LR         ,                   ,                   ,              3,              1,              2,              3,              0,                     0, 0.8844444444444445,   0.22997159957885743, 0.20115556716918945
RPA-CSP-ANOVA-P-KNN       , "[3, 1, 2, 4, 0, 0]" , RPA        , CSP        , ANOVA-P    , KNN        ,                   ,                   ,              3,              1,              2,              4,              0,                     0, 0.8633333333333333,   0.22687759399414062, 0.20833344459533693
RPA-CSP-ANOVA-P-DTC       , "[3, 1, 2, 5, 0, 0]" , RPA        , CSP        , ANOVA-P    , DTC        ,                   ,                   ,              3,              1,              2,              5,              0,                     0, 0.8111111111111111,   0.24414374828338622, 0.19073069095611572
RPA-CSP-ANOVA-P-RFC       , "[3, 1, 2, 6, 0, 0]" , RPA        , CSP        , ANOVA-P    , RFC        ,                   ,                   ,              3,              1,              2,              6,              0,                     0, 0.8622222222222222,   0.34605910778045657, 0.20250651836395264
RPA-CSP-ANOVA-P-ETC       , "[3, 1, 2, 7, 0, 0]" , RPA        , CSP        , ANOVA-P    , ETC        ,                   ,                   ,              3,              1,              2,              7,              0,                     0, 0.8577777777777778,   0.33255348205566404, 0.19605400562286376
RPA-CSP-ANOVA-P-ABC       , "[3, 1, 2, 8, 0, 0]" , RPA        , CSP        , ANOVA-P    , ABC        ,                   ,                   ,              3,              1,              2,              8,              0,                     0, 0.8566666666666667,   0.30552699565887453, 0.20830092430114747
RPA-CSP-ANOVA-P-GBC       , "[3, 1, 2, 9, 0, 0]" , RPA        , CSP        , ANOVA-P    , GBC        ,                   ,                   ,              3,              1,              2,              9,              0,                     0, 0.8366666666666666,   0.34217376708984376, 0.19415476322174072
RPA-CSP-ANOVA-P-GNB       , "[3, 1, 2, 10, 0, 0]", RPA        , CSP        , ANOVA-P    , GNB        ,                   ,                   ,              3,              1,              2,             10,              0,                     0, 0.8744444444444444,   0.22765016555786133, 0.18454079627990722
RPA-CSP-ANOVA-P-MLP       , "[3, 1, 2, 11, 0, 0]", RPA        , CSP        , ANOVA-P    , MLP        ,                   ,                   ,              3,              1,              2,             11,              0,                     0, 0.8811111111111112,   0.5329856872558594 , 0.17656569480895995
RPA-CSP-MIC-K-SVM         , "[3, 1, 3, 1, 0, 0]" , RPA        , CSP        , MIC-K      , SVM        ,                   ,                   ,              3,              1,              3,              1,              0,                     0, 0.8855555555555557,   0.23242557048797607, 0.1917276620864868
RPA-CSP-MIC-K-LDA         , "[3, 1, 3, 2, 0, 0]" , RPA        , CSP        , MIC-K      , LDA        ,                   ,                   ,              3,              1,              3,              2,              0,                     0, 0.8833333333333334,   0.2393198251724243 , 0.20082201957702636
